"Notes"	"State"	"State Code"	"Race"	"Race Code"	"Hispanic Origin"	"Hispanic Origin Code"	"Year"	"Year Code"	Deaths	Population	Crude Rate	Age Adjusted Rate	Age Adjusted Rate Lower 95% Confidence Interval	Age Adjusted Rate Upper 95% Confidence Interval	Age Adjusted Rate Standard Error
	"Alabama"	"01"	"Black or African American"	"2054-5"	"Not Hispanic or Latino"	"2186-2"	"1999"	"1999"	Suppressed	1156898	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Alabama"	"01"	"Black or African American"	"2054-5"	"Not Hispanic or Latino"	"2186-2"	"2000"	"2000"	Suppressed	1159997	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Alabama"	"01"	"Black or African American"	"2054-5"	"Not Hispanic or Latino"	"2186-2"	"2001"	"2001"	Suppressed	1169299	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Alabama"	"01"	"Black or African American"	"2054-5"	"Not Hispanic or Latino"	"2186-2"	"2002"	"2002"	Suppressed	1173950	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Alabama"	"01"	"Black or African American"	"2054-5"	"Not Hispanic or Latino"	"2186-2"	"2003"	"2003"	Suppressed	1181015	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Alabama"	"01"	"Black or African American"	"2054-5"	"Not Hispanic or Latino"	"2186-2"	"2004"	"2004"	Suppressed	1189488	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Alabama"	"01"	"Black or African American"	"2054-5"	"Not Hispanic or Latino"	"2186-2"	"2005"	"2005"	Suppressed	1200444	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Alabama"	"01"	"Black or African American"	"2054-5"	"Not Hispanic or Latino"	"2186-2"	"2006"	"2006"	Suppressed	1219303	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Alabama"	"01"	"Black or African American"	"2054-5"	"Not Hispanic or Latino"	"2186-2"	"2007"	"2007"	Suppressed	1231942	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Alabama"	"01"	"Black or African American"	"2054-5"	"Not Hispanic or Latino"	"2186-2"	"2008"	"2008"	Suppressed	1246295	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Alabama"	"01"	"Black or African American"	"2054-5"	"Not Hispanic or Latino"	"2186-2"	"2009"	"2009"	Suppressed	1257451	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Alabama"	"01"	"Black or African American"	"2054-5"	"Not Hispanic or Latino"	"2186-2"	"2010"	"2010"	Suppressed	1264509	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Alabama"	"01"	"Black or African American"	"2054-5"	"Not Hispanic or Latino"	"2186-2"	"2011"	"2011"	Suppressed	1277437	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Alabama"	"01"	"Black or African American"	"2054-5"	"Not Hispanic or Latino"	"2186-2"	"2012"	"2012"	Suppressed	1286490	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Alabama"	"01"	"Black or African American"	"2054-5"	"Not Hispanic or Latino"	"2186-2"	"2013"	"2013"	Suppressed	1291705	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Alabama"	"01"	"Black or African American"	"2054-5"	"Not Hispanic or Latino"	"2186-2"	"2014"	"2014"	11	1301026	Unreliable	Unreliable	0.40811	1.46277	0.24918
	"Alabama"	"01"	"Black or African American"	"2054-5"	"Not Hispanic or Latino"	"2186-2"	"2015"	"2015"	Suppressed	1308708	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Alabama"	"01"	"Black or African American"	"2054-5"	"Not Hispanic or Latino"	"2186-2"	"2016"	"2016"	13	1312529	Unreliable	Unreliable	0.53669	1.81433	0.29386
	"Alabama"	"01"	"White"	"2106-3"	"Not Hispanic or Latino"	"2186-2"	"1999"	"1999"	Suppressed	3152975	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Alabama"	"01"	"White"	"2106-3"	"Not Hispanic or Latino"	"2186-2"	"2000"	"2000"	23	3152417	0.72960	0.73195	0.46399	1.09828	0.15317
	"Alabama"	"01"	"White"	"2106-3"	"Not Hispanic or Latino"	"2186-2"	"2001"	"2001"	21	3151605	0.66633	0.68528	0.42420	1.04752	0.14994
	"Alabama"	"01"	"White"	"2106-3"	"Not Hispanic or Latino"	"2186-2"	"2002"	"2002"	28	3148576	0.88929	0.90292	0.59998	1.30498	0.17145
	"Alabama"	"01"	"White"	"2106-3"	"Not Hispanic or Latino"	"2186-2"	"2003"	"2003"	20	3152869	0.63434	0.64256	0.39249	0.99238	0.14440
	"Alabama"	"01"	"White"	"2106-3"	"Not Hispanic or Latino"	"2186-2"	"2004"	"2004"	27	3158508	0.85483	0.87857	0.57898	1.27827	0.16995
	"Alabama"	"01"	"White"	"2106-3"	"Not Hispanic or Latino"	"2186-2"	"2005"	"2005"	24	3171859	0.75665	0.77415	0.49601	1.15187	0.15878
	"Alabama"	"01"	"White"	"2106-3"	"Not Hispanic or Latino"	"2186-2"	"2006"	"2006"	47	3195774	1.47069	1.45503	1.06527	1.94081	0.21541
	"Alabama"	"01"	"White"	"2106-3"	"Not Hispanic or Latino"	"2186-2"	"2007"	"2007"	59	3211122	1.83736	1.96641	1.49317	2.54203	0.25802
	"Alabama"	"01"	"White"	"2106-3"	"Not Hispanic or Latino"	"2186-2"	"2008"	"2008"	67	3226007	2.07687	2.17956	1.68567	2.77294	0.26909
	"Alabama"	"01"	"White"	"2106-3"	"Not Hispanic or Latino"	"2186-2"	"2009"	"2009"	88	3238154	2.71760	2.83740	2.26955	3.50416	0.30662
	"Alabama"	"01"	"White"	"2106-3"	"Not Hispanic or Latino"	"2186-2"	"2010"	"2010"	80	3241681	2.46786	2.56529	2.02447	3.20617	0.29174
	"Alabama"	"01"	"White"	"2106-3"	"Not Hispanic or Latino"	"2186-2"	"2011"	"2011"	85	3241321	2.62239	2.63721	2.09745	3.27346	0.29160
	"Alabama"	"01"	"White"	"2106-3"	"Not Hispanic or Latino"	"2186-2"	"2012"	"2012"	56	3246247	1.72507	1.78244	1.33902	2.32569	0.24203
	"Alabama"	"01"	"White"	"2106-3"	"Not Hispanic or Latino"	"2186-2"	"2013"	"2013"	58	3247880	1.78578	1.83570	1.38291	2.38942	0.24687
	"Alabama"	"01"	"White"	"2106-3"	"Not Hispanic or Latino"	"2186-2"	"2014"	"2014"	79	3248166	2.43214	2.35577	1.84980	2.95745	0.27331
	"Alabama"	"01"	"White"	"2106-3"	"Not Hispanic or Latino"	"2186-2"	"2015"	"2015"	76	3244263	2.34260	2.41657	1.89082	3.04327	0.28515
	"Alabama"	"01"	"White"	"2106-3"	"Not Hispanic or Latino"	"2186-2"	"2016"	"2016"	78	3242435	2.40560	2.44451	1.91611	3.07361	0.28619
	"Alaska"	"02"	"Black or African American"	"2054-5"	"Not Hispanic or Latino"	"2186-2"	"1999"	"1999"	Suppressed	24886	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Alaska"	"02"	"Black or African American"	"2054-5"	"Not Hispanic or Latino"	"2186-2"	"2000"	"2000"	Suppressed	24742	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Alaska"	"02"	"Black or African American"	"2054-5"	"Not Hispanic or Latino"	"2186-2"	"2001"	"2001"	Suppressed	25248	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Alaska"	"02"	"Black or African American"	"2054-5"	"Not Hispanic or Latino"	"2186-2"	"2002"	"2002"	Suppressed	25932	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Alaska"	"02"	"Black or African American"	"2054-5"	"Not Hispanic or Latino"	"2186-2"	"2003"	"2003"	Suppressed	25918	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Alaska"	"02"	"Black or African American"	"2054-5"	"Not Hispanic or Latino"	"2186-2"	"2004"	"2004"	Suppressed	26237	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Alaska"	"02"	"Black or African American"	"2054-5"	"Not Hispanic or Latino"	"2186-2"	"2005"	"2005"	Suppressed	26229	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Alaska"	"02"	"Black or African American"	"2054-5"	"Not Hispanic or Latino"	"2186-2"	"2006"	"2006"	Suppressed	26447	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Alaska"	"02"	"Black or African American"	"2054-5"	"Not Hispanic or Latino"	"2186-2"	"2007"	"2007"	Suppressed	26814	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Alaska"	"02"	"Black or African American"	"2054-5"	"Not Hispanic or Latino"	"2186-2"	"2008"	"2008"	Suppressed	27184	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Alaska"	"02"	"Black or African American"	"2054-5"	"Not Hispanic or Latino"	"2186-2"	"2009"	"2009"	Suppressed	27541	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Alaska"	"02"	"Black or African American"	"2054-5"	"Not Hispanic or Latino"	"2186-2"	"2010"	"2010"	Suppressed	28315	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Alaska"	"02"	"Black or African American"	"2054-5"	"Not Hispanic or Latino"	"2186-2"	"2011"	"2011"	Suppressed	30159	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Alaska"	"02"	"Black or African American"	"2054-5"	"Not Hispanic or Latino"	"2186-2"	"2012"	"2012"	Suppressed	31747	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Alaska"	"02"	"Black or African American"	"2054-5"	"Not Hispanic or Latino"	"2186-2"	"2013"	"2013"	Suppressed	32913	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Alaska"	"02"	"Black or African American"	"2054-5"	"Not Hispanic or Latino"	"2186-2"	"2014"	"2014"	Suppressed	33297	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Alaska"	"02"	"Black or African American"	"2054-5"	"Not Hispanic or Latino"	"2186-2"	"2015"	"2015"	Suppressed	33256	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Alaska"	"02"	"Black or African American"	"2054-5"	"Not Hispanic or Latino"	"2186-2"	"2016"	"2016"	Suppressed	32475	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Alaska"	"02"	"White"	"2106-3"	"Not Hispanic or Latino"	"2186-2"	"1999"	"1999"	Suppressed	442591	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Alaska"	"02"	"White"	"2106-3"	"Not Hispanic or Latino"	"2186-2"	"2000"	"2000"	18	440175	Unreliable	Unreliable	2.11040	5.62773	0.84565
	"Alaska"	"02"	"White"	"2106-3"	"Not Hispanic or Latino"	"2186-2"	"2001"	"2001"	Suppressed	441842	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Alaska"	"02"	"White"	"2106-3"	"Not Hispanic or Latino"	"2186-2"	"2002"	"2002"	Suppressed	445472	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Alaska"	"02"	"White"	"2106-3"	"Not Hispanic or Latino"	"2186-2"	"2003"	"2003"	Suppressed	447415	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Alaska"	"02"	"White"	"2106-3"	"Not Hispanic or Latino"	"2186-2"	"2004"	"2004"	Suppressed	453472	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Alaska"	"02"	"White"	"2106-3"	"Not Hispanic or Latino"	"2186-2"	"2005"	"2005"	Suppressed	456747	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Alaska"	"02"	"White"	"2106-3"	"Not Hispanic or Latino"	"2186-2"	"2006"	"2006"	13	461371	Unreliable	Unreliable	1.28961	4.14166	0.68062
	"Alaska"	"02"	"White"	"2106-3"	"Not Hispanic or Latino"	"2186-2"	"2007"	"2007"	Suppressed	463399	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Alaska"	"02"	"White"	"2106-3"	"Not Hispanic or Latino"	"2186-2"	"2008"	"2008"	42	466407	9.00501	8.51176	6.08088	11.59063	1.33841
	"Alaska"	"02"	"White"	"2106-3"	"Not Hispanic or Latino"	"2186-2"	"2009"	"2009"	50	471660	10.60086	9.56783	7.05455	12.68551	1.38354
	"Alaska"	"02"	"White"	"2106-3"	"Not Hispanic or Latino"	"2186-2"	"2010"	"2010"	32	478379	6.68926	6.38213	4.30602	9.11088	1.17074
	"Alaska"	"02"	"White"	"2106-3"	"Not Hispanic or Latino"	"2186-2"	"2011"	"2011"	28	483143	5.79539	5.28039	3.44931	7.73699	1.02674
	"Alaska"	"02"	"White"	"2106-3"	"Not Hispanic or Latino"	"2186-2"	"2012"	"2012"	31	484194	6.40239	6.22627	4.16986	8.94198	1.16529
	"Alaska"	"02"	"White"	"2106-3"	"Not Hispanic or Latino"	"2186-2"	"2013"	"2013"	31	482664	6.42269	6.27040	4.16662	9.06249	1.18274
	"Alaska"	"02"	"White"	"2106-3"	"Not Hispanic or Latino"	"2186-2"	"2014"	"2014"	32	479550	6.67292	6.63294	4.47524	9.46892	1.21795
	"Alaska"	"02"	"White"	"2106-3"	"Not Hispanic or Latino"	"2186-2"	"2015"	"2015"	32	477502	6.70154	6.12003	4.12918	8.73671	1.11139
