"Notes"	"State"	"State Code"	"Year"	"Year Code"	Deaths	Population	Crude Rate	Age Adjusted Rate	Age Adjusted Rate Lower 95% Confidence Interval	Age Adjusted Rate Upper 95% Confidence Interval	Age Adjusted Rate Standard Error
	"New Jersey"	"34"	"2016"	"2016"	689	8944469	7.70308	7.91317	7.31444	8.51191	0.30548
	"New Mexico"	"35"	"1999"	"1999"	26	1808082	1.43799	1.48335	0.96897	2.17345	0.29093
	"New Mexico"	"35"	"2000"	"2000"	20	1819046	1.09948	1.12521	0.68731	1.73780	0.25189
	"New Mexico"	"35"	"2001"	"2001"	16	1831690	Unreliable	Unreliable	0.52437	1.48979	0.22976
	"New Mexico"	"35"	"2002"	"2002"	17	1855309	Unreliable	Unreliable	0.56057	1.54072	0.23395
	"New Mexico"	"35"	"2003"	"2003"	23	1877574	1.22499	1.22921	0.77921	1.84442	0.25771
	"New Mexico"	"35"	"2004"	"2004"	15	1903808	Unreliable	Unreliable	0.44193	1.30233	0.20570
	"New Mexico"	"35"	"2005"	"2005"	12	1932274	Unreliable	Unreliable	0.34136	1.15400	0.19253
	"New Mexico"	"35"	"2006"	"2006"	24	1962137	1.22316	1.16524	0.73866	1.74843	0.24125
	"New Mexico"	"35"	"2007"	"2007"	19	1990070	Unreliable	Unreliable	0.54989	1.46637	0.21732
	"New Mexico"	"35"	"2008"	"2008"	22	2010662	1.09417	1.16422	0.72067	1.77963	0.25230
	"New Mexico"	"35"	"2009"	"2009"	24	2036802	1.17832	1.12198	0.71888	1.66942	0.23001
	"New Mexico"	"35"	"2010"	"2010"	20	2059179	0.97126	0.94448	0.56864	1.47491	0.21587
	"New Mexico"	"35"	"2011"	"2011"	20	2082224	0.96051	0.92010	0.55397	1.43685	0.20962
	"New Mexico"	"35"	"2012"	"2012"	37	2085538	1.77412	1.90348	1.32585	2.64729	0.32127
	"New Mexico"	"35"	"2013"	"2013"	23	2085287	1.10297	1.14101	0.71506	1.72750	0.24588
	"New Mexico"	"35"	"2014"	"2014"	66	2085572	3.16460	3.34237	2.56838	4.27632	0.42163
	"New Mexico"	"35"	"2015"	"2015"	42	2085109	2.01428	2.05909	1.47104	2.80391	0.32484
	"New Mexico"	"35"	"2016"	"2016"	78	2081015	3.74817	4.00166	3.14218	5.02373	0.46407
	"New York"	"36"	"1999"	"1999"	18	18882725	Unreliable	Unreliable	0.04970	0.13661	0.02088
	"New York"	"36"	"2000"	"2000"	16	18976457	Unreliable	Unreliable	0.04242	0.13019	0.02045
	"New York"	"36"	"2001"	"2001"	31	19082838	0.16245	0.15700	0.10593	0.22413	0.02851
	"New York"	"36"	"2002"	"2002"	27	19137800	0.14108	0.14825	0.09684	0.21722	0.02902
	"New York"	"36"	"2003"	"2003"	29	19175939	0.15123	0.14759	0.09807	0.21331	0.02813
	"New York"	"36"	"2004"	"2004"	16	19171567	Unreliable	Unreliable	0.04465	0.13702	0.02149
	"New York"	"36"	"2005"	"2005"	20	19132610	0.10453	0.09946	0.05988	0.15532	0.02294
	"New York"	"36"	"2006"	"2006"	137	19104631	0.71710	0.68118	0.56667	0.79569	0.05842
	"New York"	"36"	"2007"	"2007"	113	19132335	0.59062	0.57281	0.46600	0.67963	0.05450
	"New York"	"36"	"2008"	"2008"	121	19212436	0.62980	0.59065	0.48398	0.69732	0.05442
	"New York"	"36"	"2009"	"2009"	177	19307066	0.91676	0.87135	0.74126	1.00144	0.06637
	"New York"	"36"	"2010"	"2010"	173	19378102	0.89276	0.85611	0.72655	0.98566	0.06610
	"New York"	"36"	"2011"	"2011"	155	19465197	0.79629	0.76003	0.63875	0.88131	0.06188
	"New York"	"36"	"2012"	"2012"	164	19570261	0.83801	0.81998	0.69222	0.94773	0.06518
	"New York"	"36"	"2013"	"2013"	210	19651127	1.06864	1.05363	0.90872	1.19854	0.07393
	"New York"	"36"	"2014"	"2014"	294	19746227	1.48889	1.44322	1.27545	1.61099	0.08559
	"New York"	"36"	"2015"	"2015"	668	19795791	3.37445	3.33737	3.08025	3.59449	0.13118
	"New York"	"36"	"2016"	"2016"	1641	19745289	8.31084	8.30939	7.89986	8.71891	0.20894
	"North Carolina"	"37"	"1999"	"1999"	27	7949361	0.33965	0.33394	0.22007	0.48586	0.06444
	"North Carolina"	"37"	"2000"	"2000"	49	8049313	0.60875	0.61150	0.45239	0.80843	0.08752
	"North Carolina"	"37"	"2001"	"2001"	58	8210122	0.70645	0.70598	0.53608	0.91264	0.09293
	"North Carolina"	"37"	"2002"	"2002"	50	8326201	0.60051	0.60853	0.45166	0.80227	0.08620
	"North Carolina"	"37"	"2003"	"2003"	71	8422501	0.84298	0.83754	0.65413	1.05644	0.09952
	"North Carolina"	"37"	"2004"	"2004"	109	8553152	1.27438	1.26367	1.02578	1.50156	0.12137
	"North Carolina"	"37"	"2005"	"2005"	115	8705407	1.32102	1.29879	1.06087	1.53671	0.12139
	"North Carolina"	"37"	"2006"	"2006"	105	8917270	1.17749	1.17749	0.95134	1.40364	0.11538
	"North Carolina"	"37"	"2007"	"2007"	112	9118037	1.22833	1.22873	1.00034	1.45712	0.11653
	"North Carolina"	"37"	"2008"	"2008"	127	9309449	1.36421	1.34548	1.11016	1.58081	0.12006
	"North Carolina"	"37"	"2009"	"2009"	169	9449566	1.78844	1.76925	1.49952	2.03898	0.13762
	"North Carolina"	"37"	"2010"	"2010"	170	9535483	1.78281	1.75373	1.48746	2.02000	0.13585
	"North Carolina"	"37"	"2011"	"2011"	155	9656401	1.60515	1.64682	1.38517	1.90847	0.13350
	"North Carolina"	"37"	"2012"	"2012"	141	9752073	1.44585	1.43540	1.19494	1.67587	0.12269
	"North Carolina"	"37"	"2013"	"2013"	116	9848060	1.17790	1.18358	0.96523	1.40193	0.11140
	"North Carolina"	"37"	"2014"	"2014"	217	9943964	2.18223	2.24789	1.94545	2.55033	0.15431
	"North Carolina"	"37"	"2015"	"2015"	300	10042802	2.98721	3.11961	2.76208	3.47714	0.18241
	"North Carolina"	"37"	"2016"	"2016"	601	10146788	5.92306	6.24475	5.73978	6.74973	0.25764
	"North Dakota"	"38"	"1999"	"1999"	Suppressed	644259	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"North Dakota"	"38"	"2000"	"2000"	Suppressed	642200	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"North Dakota"	"38"	"2001"	"2001"	Suppressed	639062	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"North Dakota"	"38"	"2002"	"2002"	Suppressed	638168	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"North Dakota"	"38"	"2003"	"2003"	Suppressed	638817	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"North Dakota"	"38"	"2004"	"2004"	Suppressed	644705	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"North Dakota"	"38"	"2005"	"2005"	Suppressed	646089	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"North Dakota"	"38"	"2006"	"2006"	Suppressed	649422	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"North Dakota"	"38"	"2007"	"2007"	Suppressed	652822	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"North Dakota"	"38"	"2008"	"2008"	Suppressed	657569	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"North Dakota"	"38"	"2009"	"2009"	Suppressed	664968	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"North Dakota"	"38"	"2010"	"2010"	Suppressed	672591	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"North Dakota"	"38"	"2011"	"2011"	Suppressed	683932	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"North Dakota"	"38"	"2012"	"2012"	Suppressed	699628	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"North Dakota"	"38"	"2013"	"2013"	Suppressed	723393	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"North Dakota"	"38"	"2014"	"2014"	10	739482	Unreliable	Unreliable	0.66061	2.74251	0.47243
	"North Dakota"	"38"	"2015"	"2015"	Suppressed	756927	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"North Dakota"	"38"	"2016"	"2016"	15	757952	Unreliable	Unreliable	1.19902	3.67973	0.57864
	"Ohio"	"39"	"1999"	"1999"	24	11335454	0.21173	0.21988	0.14088	0.32716	0.04498
	"Ohio"	"39"	"2000"	"2000"	33	11353140	0.29067	0.29500	0.20307	0.41429	0.05147
	"Ohio"	"39"	"2001"	"2001"	55	11387404	0.48299	0.48224	0.36329	0.62771	0.06517
	"Ohio"	"39"	"2002"	"2002"	58	11407889	0.50842	0.51717	0.39271	0.66856	0.06804
	"Ohio"	"39"	"2003"	"2003"	43	11434788	0.37605	0.38688	0.27883	0.52294	0.05961
	"Ohio"	"39"	"2004"	"2004"	78	11452251	0.68109	0.69609	0.54934	0.86999	0.07934
	"Ohio"	"39"	"2005"	"2005"	102	11463320	0.88979	0.89290	0.71876	1.06705	0.08885
	"Ohio"	"39"	"2006"	"2006"	128	11481213	1.11486	1.11609	0.92098	1.31120	0.09955
	"Ohio"	"39"	"2007"	"2007"	109	11500468	0.94779	0.96828	0.78457	1.15200	0.09373
	"Ohio"	"39"	"2008"	"2008"	107	11515391	0.92919	0.94019	0.75999	1.12038	0.09194
	"Ohio"	"39"	"2009"	"2009"	91	11528896	0.78932	0.80067	0.64216	0.98645	0.08527
	"Ohio"	"39"	"2010"	"2010"	175	11536504	1.51692	1.54694	1.31374	1.78014	0.11898
	"Ohio"	"39"	"2011"	"2011"	162	11544951	1.40321	1.37537	1.15919	1.59154	0.11029
	"Ohio"	"39"	"2012"	"2012"	139	11544225	1.20407	1.23270	1.02348	1.44191	0.10674
	"Ohio"	"39"	"2013"	"2013"	167	11570808	1.44329	1.44575	1.22178	1.66973	0.11427
	"Ohio"	"39"	"2014"	"2014"	590	11594163	5.08877	5.48574	5.03500	5.93648	0.22997
	"Ohio"	"39"	"2015"	"2015"	1234	11613423	10.62564	11.43191	10.78196	12.08186	0.33161
	"Ohio"	"39"	"2016"	"2016"	2296	11614373	19.76861	21.14890	20.26498	22.03282	0.45098
	"Oklahoma"	"40"	"1999"	"1999"	24	3437147	0.69825	0.72619	0.46528	1.08051	0.14828
	"Oklahoma"	"40"	"2000"	"2000"	26	3450654	0.75348	0.80284	0.52444	1.17634	0.15754
	"Oklahoma"	"40"	"2001"	"2001"	20	3467100	0.57685	0.61477	0.37552	0.94946	0.13766
	"Oklahoma"	"40"	"2002"	"2002"	23	3489080	0.65920	0.67938	0.43067	1.01941	0.14209
	"Oklahoma"	"40"	"2003"	"2003"	44	3504892	1.25539	1.29177	0.93860	1.73413	0.19558
	"Oklahoma"	"40"	"2004"	"2004"	46	3525233	1.30488	1.34609	0.98185	1.80118	0.19990
	"Oklahoma"	"40"	"2005"	"2005"	54	3548597	1.52173	1.55089	1.16172	2.02859	0.21249
	"Oklahoma"	"40"	"2006"	"2006"	45	3594090	1.25206	1.31529	0.95569	1.76570	0.19757
	"Oklahoma"	"40"	"2007"	"2007"	67	3634349	1.84352	1.84726	1.42568	2.35448	0.22863
	"Oklahoma"	"40"	"2008"	"2008"	70	3668976	1.90789	1.98433	1.54091	2.51562	0.24009
	"Oklahoma"	"40"	"2009"	"2009"	160	3717572	4.30388	4.37982	3.69098	5.06865	0.35145
	"Oklahoma"	"40"	"2010"	"2010"	107	3751351	2.85231	3.01038	2.42916	3.59160	0.29654
	"Oklahoma"	"40"	"2011"	"2011"	83	3791508	2.18910	2.23554	1.77265	2.78233	0.24964
	"Oklahoma"	"40"	"2012"	"2012"	107	3814820	2.80485	2.87206	2.31777	3.42635	0.28280
	"Oklahoma"	"40"	"2013"	"2013"	88	3850568	2.28538	2.27603	1.81800	2.81435	0.24724
	"Oklahoma"	"40"	"2014"	"2014"	73	3878051	1.88239	1.86463	1.45357	2.35585	0.22208
	"Oklahoma"	"40"	"2015"	"2015"	93	3911338	2.37770	2.39324	1.92196	2.94510	0.25415
	"Oklahoma"	"40"	"2016"	"2016"	98	3923561	2.49773	2.54711	2.05832	3.11703	0.26317
	"Oregon"	"41"	"1999"	"1999"	Suppressed	3393941	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Oregon"	"41"	"2000"	"2000"	Suppressed	3421399	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Oregon"	"41"	"2001"	"2001"	15	3467937	Unreliable	Unreliable	0.23098	0.68068	0.10726
	"Oregon"	"41"	"2002"	"2002"	11	3513424	Unreliable	Unreliable	0.17027	0.61029	0.10317
	"Oregon"	"41"	"2003"	"2003"	11	3547376	Unreliable	Unreliable	0.14420	0.51686	0.08809
	"Oregon"	"41"	"2004"	"2004"	13	3569463	Unreliable	Unreliable	0.19182	0.61606	0.10129
	"Oregon"	"41"	"2005"	"2005"	22	3613202	0.60888	0.55454	0.34752	0.83958	0.11909
	"Oregon"	"41"	"2006"	"2006"	27	3670883	0.73552	0.73687	0.48135	1.07969	0.14320
	"Oregon"	"41"	"2007"	"2007"	18	3722417	Unreliable	Unreliable	0.27326	0.72868	0.11006
	"Oregon"	"41"	"2008"	"2008"	22	3768748	0.58375	0.57626	0.35672	0.88088	0.12511
	"Oregon"	"41"	"2009"	"2009"	30	3808600	0.78769	0.79118	0.52987	1.13627	0.14709
	"Oregon"	"41"	"2010"	"2010"	27	3831074	0.70476	0.70652	0.46152	1.03522	0.13819
	"Oregon"	"41"	"2011"	"2011"	29	3871859	0.74899	0.71540	0.47538	1.03395	0.13606
	"Oregon"	"41"	"2012"	"2012"	31	3899353	0.79500	0.73875	0.49476	1.06097	0.13631
	"Oregon"	"41"	"2013"	"2013"	27	3930065	0.68701	0.64582	0.41794	0.95336	0.12845
	"Oregon"	"41"	"2014"	"2014"	33	3970239	0.83118	0.80057	0.54395	1.13634	0.14406
	"Oregon"	"41"	"2015"	"2015"	34	4028977	0.84389	0.85500	0.58482	1.20700	0.15013
	"Oregon"	"41"	"2016"	"2016"	43	4093465	1.05045	1.08358	0.78094	1.46468	0.16809
	"Pennsylvania"	"42"	"1999"	"1999"	24	12263805	0.19570	0.20511	0.13142	0.30518	0.04229
	"Pennsylvania"	"42"	"2000"	"2000"	32	12281054	0.26056	0.27559	0.18850	0.38904	0.04891
	"Pennsylvania"	"42"	"2001"	"2001"	28	12298970	0.22766	0.22322	0.14833	0.32262	0.04227
	"Pennsylvania"	"42"	"2002"	"2002"	42	12331031	0.34060	0.35107	0.25302	0.47455	0.05448
	"Pennsylvania"	"42"	"2003"	"2003"	68	12374658	0.54951	0.55885	0.43311	0.70972	0.06816
	"Pennsylvania"	"42"	"2004"	"2004"	86	12410722	0.69295	0.71269	0.56927	0.88126	0.07752
	"Pennsylvania"	"42"	"2005"	"2005"	72	12449990	0.57831	0.58462	0.45574	0.73863	0.06970
	"Pennsylvania"	"42"	"2006"	"2006"	93	12510809	0.74336	0.79650	0.64129	0.97792	0.08336
	"Pennsylvania"	"42"	"2007"	"2007"	83	12563937	0.66062	0.67048	0.53165	0.83447	0.07498
	"Pennsylvania"	"42"	"2008"	"2008"	99	12612285	0.78495	0.78701	0.63748	0.96108	0.08043
	"Pennsylvania"	"42"	"2009"	"2009"	105	12666858	0.82893	0.86897	0.69944	1.03849	0.08649
	"Pennsylvania"	"42"	"2010"	"2010"	98	12702379	0.77151	0.79439	0.64271	0.97110	0.08134
	"Pennsylvania"	"42"	"2011"	"2011"	111	12742886	0.87107	0.88383	0.71660	1.05107	0.08533
	"Pennsylvania"	"42"	"2012"	"2012"	99	12763536	0.77565	0.77848	0.62984	0.95165	0.07998
	"Pennsylvania"	"42"	"2013"	"2013"	108	12773801	0.84548	0.86210	0.69560	1.02860	0.08495
	"Pennsylvania"	"42"	"2014"	"2014"	217	12787209	1.69701	1.75626	1.51713	1.99539	0.12200
	"Pennsylvania"	"42"	"2015"	"2015"	429	12802503	3.35091	3.51135	3.17179	3.85091	0.17325
	"Pennsylvania"	"42"	"2016"	"2016"	1309	12784227	10.23918	10.92694	10.32280	11.53108	0.30823
	"Rhode Island"	"44"	"1999"	"1999"	Suppressed	1040402	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Rhode Island"	"44"	"2000"	"2000"	Suppressed	1048319	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Rhode Island"	"44"	"2001"	"2001"	Suppressed	1057142	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Rhode Island"	"44"	"2002"	"2002"	Suppressed	1065995	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Rhode Island"	"44"	"2003"	"2003"	Suppressed	1071342	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Rhode Island"	"44"	"2004"	"2004"	10	1074579	Unreliable	Unreliable	0.45090	1.72919	0.29782
	"Rhode Island"	"44"	"2005"	"2005"	10	1067916	Unreliable	Unreliable	0.43870	1.68243	0.29218
	"Rhode Island"	"44"	"2006"	"2006"	Suppressed	1063096	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Rhode Island"	"44"	"2007"	"2007"	Suppressed	1057315	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Rhode Island"	"44"	"2008"	"2008"	13	1055003	Unreliable	Unreliable	0.65616	2.10731	0.34588
	"Rhode Island"	"44"	"2009"	"2009"	11	1053646	Unreliable	Unreliable	0.49149	1.76163	0.30143
	"Rhode Island"	"44"	"2010"	"2010"	12	1052567	Unreliable	Unreliable	0.52664	1.78035	0.29953
	"Rhode Island"	"44"	"2011"	"2011"	Suppressed	1051302	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Rhode Island"	"44"	"2012"	"2012"	12	1050292	Unreliable	Unreliable	0.55407	1.87310	0.31544
	"Rhode Island"	"44"	"2013"	"2013"	32	1051511	3.04324	2.92342	1.98632	4.14956	0.52607
	"Rhode Island"	"44"	"2014"	"2014"	82	1055173	7.77124	7.88730	6.23459	9.84374	0.89311
	"Rhode Island"	"44"	"2015"	"2015"	137	1056298	12.96982	13.18469	10.93067	15.43870	1.15001
	"Rhode Island"	"44"	"2016"	"2016"	182	1056426	17.22790	17.80684	15.16490	20.44878	1.34793
	"South Carolina"	"45"	"1999"	"1999"	Suppressed	3974682	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"South Carolina"	"45"	"2000"	"2000"	19	4012012	Unreliable	Unreliable	0.27529	0.71403	0.10507
	"South Carolina"	"45"	"2001"	"2001"	Suppressed	4064995	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"South Carolina"	"45"	"2002"	"2002"	22	4107795	0.53557	0.52250	0.32745	0.79107	0.11174
	"South Carolina"	"45"	"2003"	"2003"	19	4150297	Unreliable	Unreliable	0.28134	0.72972	0.10781
	"South Carolina"	"45"	"2004"	"2004"	32	4210921	0.75993	0.77055	0.52706	1.08779	0.13684
	"South Carolina"	"45"	"2005"	"2005"	30	4270150	0.70255	0.70920	0.47850	1.01243	0.13057
	"South Carolina"	"45"	"2006"	"2006"	41	4357847	0.94083	0.94356	0.67409	1.28486	0.14855
	"South Carolina"	"45"	"2007"	"2007"	35	4444110	0.78756	0.77856	0.53917	1.08796	0.13309
	"South Carolina"	"45"	"2008"	"2008"	41	4528996	0.90528	0.89143	0.63685	1.21388	0.14068
	"South Carolina"	"45"	"2009"	"2009"	56	4589872	1.22008	1.24914	0.94103	1.62593	0.16905
	"South Carolina"	"45"	"2010"	"2010"	58	4625364	1.25396	1.24381	0.93956	1.61519	0.16573
	"South Carolina"	"45"	"2011"	"2011"	47	4679230	1.00444	1.00533	0.73603	1.34097	0.14875
	"South Carolina"	"45"	"2012"	"2012"	46	4723723	0.97381	0.97228	0.70646	1.30523	0.14603
	"South Carolina"	"45"	"2013"	"2013"	50	4774839	1.04716	1.09350	0.80626	1.44982	0.15803
	"South Carolina"	"45"	"2014"	"2014"	110	4832482	2.27626	2.28057	1.84416	2.71698	0.22266
	"South Carolina"	"45"	"2015"	"2015"	161	4896146	3.28830	3.34039	2.81264	3.86813	0.26926
	"South Carolina"	"45"	"2016"	"2016"	237	4961119	4.77715	5.02493	4.37204	5.67783	0.33311
	"South Dakota"	"46"	"1999"	"1999"	Suppressed	750412	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"South Dakota"	"46"	"2000"	"2000"	Suppressed	754844	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"South Dakota"	"46"	"2001"	"2001"	Suppressed	757972	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"South Dakota"	"46"	"2002"	"2002"	Suppressed	760020	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"South Dakota"	"46"	"2003"	"2003"	Suppressed	763729	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"South Dakota"	"46"	"2004"	"2004"	Suppressed	770396	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"South Dakota"	"46"	"2005"	"2005"	Suppressed	775493	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"South Dakota"	"46"	"2006"	"2006"	Suppressed	783033	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"South Dakota"	"46"	"2007"	"2007"	Suppressed	791623	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"South Dakota"	"46"	"2008"	"2008"	Suppressed	799124	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"South Dakota"	"46"	"2009"	"2009"	12	807067	Unreliable	Unreliable	0.81257	2.74699	0.46261
	"South Dakota"	"46"	"2010"	"2010"	Suppressed	814180	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"South Dakota"	"46"	"2011"	"2011"	Suppressed	824082	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"South Dakota"	"46"	"2012"	"2012"	Suppressed	833354	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"South Dakota"	"46"	"2013"	"2013"	Suppressed	844877	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"South Dakota"	"46"	"2014"	"2014"	Suppressed	853175	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"South Dakota"	"46"	"2015"	"2015"	Suppressed	858469	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"South Dakota"	"46"	"2016"	"2016"	10	865454	Unreliable	Unreliable	0.59445	2.27971	0.39868
	"Tennessee"	"47"	"1999"	"1999"	17	5638706	Unreliable	Unreliable	0.17356	0.47703	0.07273
	"Tennessee"	"47"	"2000"	"2000"	16	5689283	Unreliable	Unreliable	0.16235	0.46126	0.07114
	"Tennessee"	"47"	"2001"	"2001"	10	5750789	Unreliable	Unreliable	0.08315	0.31888	0.05516
	"Tennessee"	"47"	"2002"	"2002"	21	5795918	0.36232	0.34856	0.21577	0.53282	0.07646
	"Tennessee"	"47"	"2003"	"2003"	64	5847812	1.09443	1.10067	0.84765	1.40554	0.13790
	"Tennessee"	"47"	"2004"	"2004"	74	5910809	1.25194	1.25938	0.98715	1.58348	0.14707
	"Tennessee"	"47"	"2005"	"2005"	79	5991057	1.31863	1.32474	1.04716	1.65335	0.14963
	"Tennessee"	"47"	"2006"	"2006"	64	6088766	1.05112	1.05483	0.81057	1.34958	0.13261
	"Tennessee"	"47"	"2007"	"2007"	84	6175727	1.36016	1.36022	1.08340	1.68620	0.14954
	"Tennessee"	"47"	"2008"	"2008"	98	6247411	1.56865	1.56783	1.26994	1.91458	0.15984
	"Tennessee"	"47"	"2009"	"2009"	75	6306019	1.18934	1.15225	0.90318	1.44878	0.13508
	"Tennessee"	"47"	"2010"	"2010"	72	6346105	1.13455	1.12488	0.87690	1.42121	0.13452
	"Tennessee"	"47"	"2011"	"2011"	64	6403353	0.99948	1.00197	0.76994	1.28195	0.12638
	"Tennessee"	"47"	"2012"	"2012"	77	6456243	1.19264	1.23365	0.97034	1.54639	0.14253
	"Tennessee"	"47"	"2013"	"2013"	99	6495978	1.52402	1.54712	1.25317	1.88930	0.15812
	"Tennessee"	"47"	"2014"	"2014"	132	6549352	2.01547	2.08096	1.72109	2.44083	0.18361
	"Tennessee"	"47"	"2015"	"2015"	251	6600299	3.80286	3.97781	3.47863	4.47699	0.25468
	"Tennessee"	"47"	"2016"	"2016"	395	6651194	5.93878	6.16571	5.54827	6.78314	0.31502
	"Texas"	"48"	"1999"	"1999"	49	20558220	0.23835	0.23080	0.17018	0.30601	0.03320
	"Texas"	"48"	"2000"	"2000"	46	20851820	0.22060	0.23326	0.16949	0.31314	0.03498
	"Texas"	"48"	"2001"	"2001"	77	21319622	0.36117	0.38077	0.29950	0.47730	0.04401
	"Texas"	"48"	"2002"	"2002"	117	21690325	0.53941	0.56657	0.46345	0.66969	0.05261
	"Texas"	"48"	"2003"	"2003"	76	22030931	0.34497	0.35920	0.28205	0.45094	0.04188
	"Texas"	"48"	"2004"	"2004"	94	22394023	0.41975	0.43207	0.34916	0.52875	0.04459
	"Texas"	"48"	"2005"	"2005"	86	22778123	0.37756	0.39059	0.31199	0.48298	0.04239
	"Texas"	"48"	"2006"	"2006"	111	23359580	0.47518	0.48135	0.39114	0.57157	0.04603
	"Texas"	"48"	"2007"	"2007"	118	23831983	0.49513	0.49152	0.40248	0.58055	0.04543
	"Texas"	"48"	"2008"	"2008"	86	24309039	0.35378	0.37106	0.29639	0.45882	0.04036
	"Texas"	"48"	"2009"	"2009"	166	24801761	0.66931	0.68974	0.58420	0.79529	0.05385
	"Texas"	"48"	"2010"	"2010"	156	25145561	0.62039	0.61176	0.51515	0.70836	0.04929
	"Texas"	"48"	"2011"	"2011"	114	25674681	0.44402	0.45814	0.37323	0.54305	0.04332
	"Texas"	"48"	"2012"	"2012"	121	26059203	0.46433	0.45125	0.37029	0.53221	0.04130
	"Texas"	"48"	"2013"	"2013"	112	26448193	0.42347	0.42013	0.34162	0.49863	0.04005
	"Texas"	"48"	"2014"	"2014"	157	26956958	0.58241	0.59220	0.49821	0.68620	0.04796
	"Texas"	"48"	"2015"	"2015"	186	27469114	0.67712	0.67783	0.57911	0.77655	0.05037
	"Texas"	"48"	"2016"	"2016"	250	27862596	0.89726	0.88719	0.77567	0.99870	0.05690
	"Utah"	"49"	"1999"	"1999"	Suppressed	2203482	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Utah"	"49"	"2000"	"2000"	11	2233169	Unreliable	Unreliable	0.27438	0.98346	0.16881
	"Utah"	"49"	"2001"	"2001"	Suppressed	2283715	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Utah"	"49"	"2002"	"2002"	13	2324815	Unreliable	Unreliable	0.35184	1.12996	0.18484
	"Utah"	"49"	"2003"	"2003"	23	2360137	0.97452	1.08336	0.67893	1.64022	0.22894
	"Utah"	"49"	"2004"	"2004"	13	2401580	Unreliable	Unreliable	0.30602	1.03453	0.16879
	"Utah"	"49"	"2005"	"2005"	38	2457719	1.54615	1.74552	1.22900	2.40597	0.28743
	"Utah"	"49"	"2006"	"2006"	38	2525507	1.50465	1.73123	1.21894	2.38627	0.28408
	"Utah"	"49"	"2007"	"2007"	33	2597746	1.27033	1.39339	0.95308	1.96705	0.24752
	"Utah"	"49"	"2008"	"2008"	26	2663029	0.97633	0.97969	0.63400	1.44621	0.19551
	"Utah"	"49"	"2009"	"2009"	59	2723421	2.16639	2.40122	1.81866	3.11107	0.31755
	"Utah"	"49"	"2010"	"2010"	50	2763885	1.80905	2.03011	1.50189	2.68390	0.29148
	"Utah"	"49"	"2011"	"2011"	56	2817222	1.98777	2.12552	1.59675	2.77333	0.28839
	"Utah"	"49"	"2012"	"2012"	59	2855287	2.06634	2.22953	1.68862	2.88862	0.29522
	"Utah"	"49"	"2013"	"2013"	58	2900872	1.99940	2.20198	1.66335	2.85944	0.29323
