"Notes"	"State"	"State Code"	"Year"	"Year Code"	Deaths	Population	Crude Rate	Age Adjusted Rate	Age Adjusted Rate Lower 95% Confidence Interval	Age Adjusted Rate Upper 95% Confidence Interval	Age Adjusted Rate Standard Error
	"New Jersey"	"34"	"2016"	"2016"	850	8944469	9.50308	9.72659	9.06321	10.38997	0.33846
	"New Mexico"	"35"	"1999"	"1999"	23	1808082	1.27207	1.24763	0.78188	1.88892	0.26601
	"New Mexico"	"35"	"2000"	"2000"	40	1819046	2.19895	2.18977	1.55715	2.99348	0.35081
	"New Mexico"	"35"	"2001"	"2001"	22	1831690	1.20108	1.23016	0.77093	1.86248	0.26266
	"New Mexico"	"35"	"2002"	"2002"	23	1855309	1.23969	1.34437	0.85221	2.01722	0.28054
	"New Mexico"	"35"	"2003"	"2003"	25	1877574	1.33151	1.36826	0.88547	2.01982	0.27529
	"New Mexico"	"35"	"2004"	"2004"	33	1903808	1.73337	1.80549	1.24281	2.53557	0.31639
	"New Mexico"	"35"	"2005"	"2005"	45	1932274	2.32886	2.45169	1.78140	3.29128	0.36846
	"New Mexico"	"35"	"2006"	"2006"	21	1962137	1.07026	1.08421	0.67114	1.65733	0.23851
	"New Mexico"	"35"	"2007"	"2007"	28	1990070	1.40699	1.42743	0.94069	2.07683	0.27230
	"New Mexico"	"35"	"2008"	"2008"	65	2010662	3.23277	3.30555	2.54567	4.22112	0.41434
	"New Mexico"	"35"	"2009"	"2009"	48	2036802	2.35664	2.44389	1.79567	3.24986	0.35814
	"New Mexico"	"35"	"2010"	"2010"	21	2059179	1.01982	1.06123	0.65692	1.62220	0.23368
	"New Mexico"	"35"	"2011"	"2011"	68	2082224	3.26574	3.39997	2.62403	4.33353	0.42038
	"New Mexico"	"35"	"2012"	"2012"	104	2085538	4.98672	5.21355	4.19418	6.23292	0.52009
	"New Mexico"	"35"	"2013"	"2013"	89	2085287	4.26800	4.55767	3.64048	5.63565	0.49336
	"New Mexico"	"35"	"2014"	"2014"	139	2085572	6.66484	7.16516	5.94876	8.38157	0.62062
	"New Mexico"	"35"	"2015"	"2015"	156	2085109	7.48162	8.08698	6.79424	9.37972	0.65956
	"New Mexico"	"35"	"2016"	"2016"	161	2081015	7.73661	8.23134	6.93407	9.52862	0.66187
	"New York"	"36"	"1999"	"1999"	41	18882725	0.21713	0.22855	0.16328	0.31123	0.03622
	"New York"	"36"	"2000"	"2000"	27	18976457	0.14228	0.14415	0.09500	0.20973	0.02785
	"New York"	"36"	"2001"	"2001"	57	19082838	0.29870	0.29055	0.22006	0.37645	0.03863
	"New York"	"36"	"2002"	"2002"	50	19137800	0.26126	0.26331	0.19480	0.34811	0.03758
	"New York"	"36"	"2003"	"2003"	49	19175939	0.25553	0.26552	0.19643	0.35103	0.03799
	"New York"	"36"	"2004"	"2004"	33	19171567	0.17213	0.16115	0.11022	0.22749	0.02836
	"New York"	"36"	"2005"	"2005"	34	19132610	0.17771	0.17081	0.11829	0.23869	0.02933
	"New York"	"36"	"2006"	"2006"	111	19104631	0.58101	0.57763	0.46980	0.68546	0.05502
	"New York"	"36"	"2007"	"2007"	195	19132335	1.01922	0.99815	0.85742	1.13887	0.07180
	"New York"	"36"	"2008"	"2008"	219	19212436	1.13989	1.11525	0.96642	1.26408	0.07593
	"New York"	"36"	"2009"	"2009"	251	19307066	1.30004	1.28013	1.12014	1.44012	0.08163
	"New York"	"36"	"2010"	"2010"	193	19378102	0.99597	0.99259	0.85103	1.13416	0.07223
	"New York"	"36"	"2011"	"2011"	334	19465197	1.71588	1.71781	1.53184	1.90378	0.09488
	"New York"	"36"	"2012"	"2012"	516	19570261	2.63665	2.59640	2.36998	2.82281	0.11552
	"New York"	"36"	"2013"	"2013"	666	19651127	3.38912	3.31917	3.06408	3.57426	0.13015
	"New York"	"36"	"2014"	"2014"	825	19746227	4.17801	4.17054	3.88201	4.45906	0.14721
	"New York"	"36"	"2015"	"2015"	1058	19795791	5.34457	5.35308	5.02529	5.68087	0.16724
	"New York"	"36"	"2016"	"2016"	1307	19745289	6.61930	6.54190	6.18052	6.90328	0.18438
	"North Carolina"	"37"	"1999"	"1999"	43	7949361	0.54092	0.52760	0.38183	0.71067	0.08072
	"North Carolina"	"37"	"2000"	"2000"	41	8049313	0.50936	0.50231	0.36047	0.68144	0.07857
	"North Carolina"	"37"	"2001"	"2001"	50	8210122	0.60900	0.58019	0.43063	0.76491	0.08224
	"North Carolina"	"37"	"2002"	"2002"	47	8326201	0.56448	0.54321	0.39913	0.72236	0.07934
	"North Carolina"	"37"	"2003"	"2003"	52	8422501	0.61739	0.60894	0.45479	0.79855	0.08462
	"North Carolina"	"37"	"2004"	"2004"	49	8553152	0.57289	0.56298	0.41650	0.74429	0.08050
	"North Carolina"	"37"	"2005"	"2005"	62	8705407	0.71220	0.71480	0.54803	0.91633	0.09101
	"North Carolina"	"37"	"2006"	"2006"	57	8917270	0.63921	0.63981	0.48458	0.82895	0.08489
	"North Carolina"	"37"	"2007"	"2007"	50	9118037	0.54836	0.55366	0.41094	0.72993	0.07849
	"North Carolina"	"37"	"2008"	"2008"	64	9309449	0.68747	0.69769	0.53731	0.89094	0.08755
	"North Carolina"	"37"	"2009"	"2009"	76	9449566	0.80427	0.81878	0.64402	1.02634	0.09456
	"North Carolina"	"37"	"2010"	"2010"	39	9535483	0.40900	0.41589	0.29574	0.56853	0.06676
	"North Carolina"	"37"	"2011"	"2011"	82	9656401	0.84918	0.87778	0.69708	1.09101	0.09730
	"North Carolina"	"37"	"2012"	"2012"	152	9752073	1.55864	1.61341	1.35544	1.87138	0.13162
	"North Carolina"	"37"	"2013"	"2013"	189	9848060	1.91916	1.98543	1.69959	2.27127	0.14584
	"North Carolina"	"37"	"2014"	"2014"	266	9943964	2.67499	2.83360	2.49019	3.17701	0.17521
	"North Carolina"	"37"	"2015"	"2015"	393	10042802	3.91325	4.11641	3.70543	4.52739	0.20968
	"North Carolina"	"37"	"2016"	"2016"	544	10146788	5.36130	5.69013	5.20677	6.17348	0.24661
	"North Dakota"	"38"	"1999"	"1999"	Suppressed	644259	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"North Dakota"	"38"	"2000"	"2000"	Suppressed	642200	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"North Dakota"	"38"	"2001"	"2001"	Suppressed	639062	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"North Dakota"	"38"	"2002"	"2002"	Suppressed	638168	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"North Dakota"	"38"	"2003"	"2003"	Suppressed	638817	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"North Dakota"	"38"	"2004"	"2004"	Suppressed	644705	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"North Dakota"	"38"	"2005"	"2005"	Suppressed	646089	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"North Dakota"	"38"	"2006"	"2006"	Suppressed	649422	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"North Dakota"	"38"	"2007"	"2007"	Suppressed	652822	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"North Dakota"	"38"	"2008"	"2008"	Suppressed	657569	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"North Dakota"	"38"	"2009"	"2009"	Suppressed	664968	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"North Dakota"	"38"	"2010"	"2010"	Suppressed	672591	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"North Dakota"	"38"	"2011"	"2011"	Suppressed	683932	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"North Dakota"	"38"	"2012"	"2012"	Suppressed	699628	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"North Dakota"	"38"	"2013"	"2013"	Suppressed	723393	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"North Dakota"	"38"	"2014"	"2014"	Suppressed	739482	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"North Dakota"	"38"	"2015"	"2015"	Suppressed	756927	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"North Dakota"	"38"	"2016"	"2016"	12	757952	Unreliable	Unreliable	0.84263	3.02023	0.49864
	"Ohio"	"39"	"1999"	"1999"	53	11335454	0.46756	0.47339	0.35460	0.61920	0.06529
	"Ohio"	"39"	"2000"	"2000"	76	11353140	0.66942	0.66697	0.52550	0.83482	0.07661
	"Ohio"	"39"	"2001"	"2001"	86	11387404	0.75522	0.75573	0.60449	0.93332	0.08171
	"Ohio"	"39"	"2002"	"2002"	118	11407889	1.03437	1.04244	0.85392	1.23096	0.09618
	"Ohio"	"39"	"2003"	"2003"	91	11434788	0.79582	0.79953	0.64292	0.98276	0.08419
	"Ohio"	"39"	"2004"	"2004"	129	11452251	1.12642	1.13541	0.93870	1.33212	0.10036
	"Ohio"	"39"	"2005"	"2005"	134	11463320	1.16895	1.17636	0.97592	1.37681	0.10227
	"Ohio"	"39"	"2006"	"2006"	124	11481213	1.08003	1.09743	0.90321	1.29164	0.09909
	"Ohio"	"39"	"2007"	"2007"	156	11500468	1.35647	1.38822	1.16804	1.60839	0.11233
	"Ohio"	"39"	"2008"	"2008"	238	11515391	2.06680	2.14179	1.86676	2.41682	0.14032
	"Ohio"	"39"	"2009"	"2009"	214	11528896	1.85621	1.95935	1.69374	2.22497	0.13552
	"Ohio"	"39"	"2010"	"2010"	355	11536504	3.07719	3.25612	2.91306	3.59918	0.17503
	"Ohio"	"39"	"2011"	"2011"	438	11544951	3.79387	3.95811	3.58176	4.33445	0.19201
	"Ohio"	"39"	"2012"	"2012"	696	11544225	6.02899	6.41917	5.93491	6.90343	0.24707
	"Ohio"	"39"	"2013"	"2013"	998	11570808	8.62515	9.08356	8.51032	9.65680	0.29247
	"Ohio"	"39"	"2014"	"2014"	1208	11594163	10.41904	11.10555	10.46869	11.74241	0.32493
	"Ohio"	"39"	"2015"	"2015"	1444	11613423	12.43389	13.33212	12.63113	14.03310	0.35765
	"Ohio"	"39"	"2016"	"2016"	1478	11614373	12.72561	13.54647	12.84151	14.25143	0.35967
	"Oklahoma"	"40"	"1999"	"1999"	Suppressed	3437147	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Oklahoma"	"40"	"2000"	"2000"	12	3450654	Unreliable	Unreliable	0.18585	0.62829	0.10398
	"Oklahoma"	"40"	"2001"	"2001"	Suppressed	3467100	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Oklahoma"	"40"	"2002"	"2002"	Suppressed	3489080	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Oklahoma"	"40"	"2003"	"2003"	Suppressed	3504892	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Oklahoma"	"40"	"2004"	"2004"	Suppressed	3525233	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Oklahoma"	"40"	"2005"	"2005"	Suppressed	3548597	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Oklahoma"	"40"	"2006"	"2006"	Suppressed	3594090	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Oklahoma"	"40"	"2007"	"2007"	Suppressed	3634349	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Oklahoma"	"40"	"2008"	"2008"	Suppressed	3668976	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Oklahoma"	"40"	"2009"	"2009"	17	3717572	Unreliable	Unreliable	0.28222	0.77569	0.11925
	"Oklahoma"	"40"	"2010"	"2010"	Suppressed	3751351	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Oklahoma"	"40"	"2011"	"2011"	14	3791508	Unreliable	Unreliable	0.19889	0.61039	0.09793
	"Oklahoma"	"40"	"2012"	"2012"	26	3814820	0.68155	0.71742	0.46428	1.05905	0.14230
	"Oklahoma"	"40"	"2013"	"2013"	22	3850568	0.57134	0.60994	0.37757	0.93237	0.13184
	"Oklahoma"	"40"	"2014"	"2014"	26	3878051	0.67044	0.70107	0.45370	1.03493	0.13970
	"Oklahoma"	"40"	"2015"	"2015"	36	3911338	0.92040	0.98934	0.68911	1.37593	0.16667
	"Oklahoma"	"40"	"2016"	"2016"	53	3923561	1.35081	1.42679	1.06560	1.87105	0.19833
	"Oregon"	"41"	"1999"	"1999"	65	3393941	1.91518	1.90082	1.46701	2.42274	0.23606
	"Oregon"	"41"	"2000"	"2000"	31	3421399	0.90606	0.91356	0.62072	1.29673	0.16434
	"Oregon"	"41"	"2001"	"2001"	36	3467937	1.03808	1.01827	0.71318	1.40971	0.17022
	"Oregon"	"41"	"2002"	"2002"	42	3513424	1.19542	1.18682	0.85535	1.60423	0.18394
	"Oregon"	"41"	"2003"	"2003"	34	3547376	0.95845	0.95782	0.65932	1.34514	0.16573
	"Oregon"	"41"	"2004"	"2004"	47	3569463	1.31672	1.30922	0.95852	1.74632	0.19271
	"Oregon"	"41"	"2005"	"2005"	39	3613202	1.07938	1.08227	0.76588	1.48550	0.17476
	"Oregon"	"41"	"2006"	"2006"	60	3670883	1.63448	1.63696	1.24613	2.11156	0.21322
	"Oregon"	"41"	"2007"	"2007"	110	3722417	2.95507	2.95500	2.39722	3.51277	0.28458
	"Oregon"	"41"	"2008"	"2008"	93	3768748	2.46766	2.51091	2.02164	3.08285	0.26389
	"Oregon"	"41"	"2009"	"2009"	117	3808600	3.07199	3.10565	2.53533	3.67597	0.29098
	"Oregon"	"41"	"2010"	"2010"	81	3831074	2.11429	2.03613	1.60948	2.54119	0.23061
	"Oregon"	"41"	"2011"	"2011"	133	3871859	3.43504	3.45815	2.86219	4.05411	0.30406
	"Oregon"	"41"	"2012"	"2012"	129	3899353	3.30824	3.46177	2.85786	4.06567	0.30812
	"Oregon"	"41"	"2013"	"2013"	103	3930065	2.62082	2.68619	2.15892	3.21346	0.26902
	"Oregon"	"41"	"2014"	"2014"	124	3970239	3.12324	3.16022	2.59655	3.72389	0.28759
	"Oregon"	"41"	"2015"	"2015"	102	4028977	2.53166	2.51096	2.01447	3.00745	0.25331
	"Oregon"	"41"	"2016"	"2016"	114	4093465	2.78493	2.90684	2.36563	3.44804	0.27612
	"Pennsylvania"	"42"	"1999"	"1999"	182	12263805	1.48404	1.51759	1.29681	1.73837	0.11264
	"Pennsylvania"	"42"	"2000"	"2000"	145	12281054	1.18068	1.21138	1.01334	1.40942	0.10104
	"Pennsylvania"	"42"	"2001"	"2001"	119	12298970	0.96756	0.99343	0.81471	1.17214	0.09118
	"Pennsylvania"	"42"	"2002"	"2002"	137	12331031	1.11102	1.13834	0.94708	1.32960	0.09758
	"Pennsylvania"	"42"	"2003"	"2003"	165	12374658	1.33337	1.38566	1.17355	1.59776	0.10822
	"Pennsylvania"	"42"	"2004"	"2004"	131	12410722	1.05554	1.10534	0.91513	1.29555	0.09705
	"Pennsylvania"	"42"	"2005"	"2005"	138	12449990	1.10843	1.13165	0.94167	1.32164	0.09693
	"Pennsylvania"	"42"	"2006"	"2006"	94	12510809	0.75135	0.78209	0.63125	0.95812	0.08130
	"Pennsylvania"	"42"	"2007"	"2007"	86	12563937	0.68450	0.72450	0.57789	0.89699	0.07907
	"Pennsylvania"	"42"	"2008"	"2008"	158	12612285	1.25275	1.29842	1.09403	1.50281	0.10428
	"Pennsylvania"	"42"	"2009"	"2009"	175	12666858	1.38156	1.44985	1.23282	1.66688	0.11073
	"Pennsylvania"	"42"	"2010"	"2010"	131	12702379	1.03130	1.11010	0.91823	1.30196	0.09789
	"Pennsylvania"	"42"	"2011"	"2011"	240	12742886	1.88340	1.97989	1.72622	2.23357	0.12943
	"Pennsylvania"	"42"	"2012"	"2012"	323	12763536	2.53065	2.70595	2.40699	3.00491	0.15253
	"Pennsylvania"	"42"	"2013"	"2013"	409	12773801	3.20187	3.40905	3.07334	3.74477	0.17128
	"Pennsylvania"	"42"	"2014"	"2014"	503	12787209	3.93362	4.26130	3.88335	4.63925	0.19283
	"Pennsylvania"	"42"	"2015"	"2015"	663	12802503	5.17867	5.57495	5.14328	6.00661	0.22024
	"Pennsylvania"	"42"	"2016"	"2016"	926	12784227	7.24330	7.82723	7.31289	8.34158	0.26242
	"Rhode Island"	"44"	"1999"	"1999"	Suppressed	1040402	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Rhode Island"	"44"	"2000"	"2000"	Suppressed	1048319	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Rhode Island"	"44"	"2001"	"2001"	Suppressed	1057142	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Rhode Island"	"44"	"2002"	"2002"	Suppressed	1065995	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Rhode Island"	"44"	"2003"	"2003"	Suppressed	1071342	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Rhode Island"	"44"	"2004"	"2004"	Suppressed	1074579	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Rhode Island"	"44"	"2005"	"2005"	Suppressed	1067916	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Rhode Island"	"44"	"2006"	"2006"	10	1063096	Unreliable	Unreliable	0.44046	1.68918	0.29235
	"Rhode Island"	"44"	"2007"	"2007"	Suppressed	1057315	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Rhode Island"	"44"	"2008"	"2008"	Suppressed	1055003	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Rhode Island"	"44"	"2009"	"2009"	Suppressed	1053646	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Rhode Island"	"44"	"2010"	"2010"	Suppressed	1052567	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Rhode Island"	"44"	"2011"	"2011"	12	1051302	Unreliable	Unreliable	0.58542	2.09833	0.34640
	"Rhode Island"	"44"	"2012"	"2012"	30	1050292	2.85635	2.91449	1.95189	4.18570	0.54360
	"Rhode Island"	"44"	"2013"	"2013"	65	1051511	6.18158	6.45805	4.96256	8.26262	0.81614
	"Rhode Island"	"44"	"2014"	"2014"	66	1055173	6.25490	6.76871	5.20128	8.66009	0.85248
	"Rhode Island"	"44"	"2015"	"2015"	45	1056298	4.26016	4.30176	3.11319	5.79443	0.65790
	"Rhode Island"	"44"	"2016"	"2016"	25	1056426	2.36647	2.54503	1.63065	3.78680	0.51974
	"South Carolina"	"45"	"1999"	"1999"	Suppressed	3974682	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"South Carolina"	"45"	"2000"	"2000"	11	4012012	Unreliable	Unreliable	0.13615	0.48799	0.08228
	"South Carolina"	"45"	"2001"	"2001"	Suppressed	4064995	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"South Carolina"	"45"	"2002"	"2002"	Suppressed	4107795	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"South Carolina"	"45"	"2003"	"2003"	Suppressed	4150297	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"South Carolina"	"45"	"2004"	"2004"	Suppressed	4210921	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"South Carolina"	"45"	"2005"	"2005"	Suppressed	4270150	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"South Carolina"	"45"	"2006"	"2006"	Suppressed	4357847	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"South Carolina"	"45"	"2007"	"2007"	Suppressed	4444110	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"South Carolina"	"45"	"2008"	"2008"	11	4528996	Unreliable	Unreliable	0.12319	0.44153	0.07508
	"South Carolina"	"45"	"2009"	"2009"	19	4589872	Unreliable	Unreliable	0.25700	0.66660	0.09872
	"South Carolina"	"45"	"2010"	"2010"	15	4625364	Unreliable	Unreliable	0.20284	0.59775	0.09465
	"South Carolina"	"45"	"2011"	"2011"	12	4679230	Unreliable	Unreliable	0.13314	0.45008	0.07466
	"South Carolina"	"45"	"2012"	"2012"	19	4723723	Unreliable	Unreliable	0.25752	0.68672	0.10134
	"South Carolina"	"45"	"2013"	"2013"	32	4774839	0.67018	0.66553	0.45219	0.94467	0.11973
	"South Carolina"	"45"	"2014"	"2014"	64	4832482	1.32437	1.44309	1.10641	1.84997	0.18284
	"South Carolina"	"45"	"2015"	"2015"	100	4896146	2.04242	2.18892	1.75405	2.62380	0.22187
	"South Carolina"	"45"	"2016"	"2016"	115	4961119	2.31803	2.53758	2.06624	3.00891	0.24048
	"South Dakota"	"46"	"1999"	"1999"	Suppressed	750412	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"South Dakota"	"46"	"2000"	"2000"	Suppressed	754844	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"South Dakota"	"46"	"2001"	"2001"	Suppressed	757972	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"South Dakota"	"46"	"2002"	"2002"	Suppressed	760020	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"South Dakota"	"46"	"2003"	"2003"	Suppressed	763729	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"South Dakota"	"46"	"2004"	"2004"	Suppressed	770396	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"South Dakota"	"46"	"2005"	"2005"	Suppressed	775493	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"South Dakota"	"46"	"2006"	"2006"	Suppressed	783033	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"South Dakota"	"46"	"2007"	"2007"	Suppressed	791623	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"South Dakota"	"46"	"2008"	"2008"	Suppressed	799124	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"South Dakota"	"46"	"2009"	"2009"	Suppressed	807067	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"South Dakota"	"46"	"2010"	"2010"	Suppressed	814180	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"South Dakota"	"46"	"2011"	"2011"	Suppressed	824082	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"South Dakota"	"46"	"2012"	"2012"	Suppressed	833354	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"South Dakota"	"46"	"2013"	"2013"	Suppressed	844877	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"South Dakota"	"46"	"2014"	"2014"	Suppressed	853175	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"South Dakota"	"46"	"2015"	"2015"	Suppressed	858469	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"South Dakota"	"46"	"2016"	"2016"	Suppressed	865454	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Tennessee"	"47"	"1999"	"1999"	11	5638706	Unreliable	Unreliable	0.09609	0.34440	0.05859
	"Tennessee"	"47"	"2000"	"2000"	Suppressed	5689283	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Tennessee"	"47"	"2001"	"2001"	Suppressed	5750789	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Tennessee"	"47"	"2002"	"2002"	Suppressed	5795918	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Tennessee"	"47"	"2003"	"2003"	Suppressed	5847812	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Tennessee"	"47"	"2004"	"2004"	Suppressed	5910809	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Tennessee"	"47"	"2005"	"2005"	12	5991057	Unreliable	Unreliable	0.10534	0.35611	0.05952
	"Tennessee"	"47"	"2006"	"2006"	Suppressed	6088766	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Tennessee"	"47"	"2007"	"2007"	Suppressed	6175727	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Tennessee"	"47"	"2008"	"2008"	Suppressed	6247411	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Tennessee"	"47"	"2009"	"2009"	21	6306019	0.33302	0.35362	0.21890	0.54055	0.07785
	"Tennessee"	"47"	"2010"	"2010"	17	6346105	Unreliable	Unreliable	0.14964	0.41127	0.06283
	"Tennessee"	"47"	"2011"	"2011"	19	6403353	Unreliable	Unreliable	0.18046	0.48123	0.07126
	"Tennessee"	"47"	"2012"	"2012"	50	6456243	0.77444	0.84230	0.62314	1.11356	0.12021
	"Tennessee"	"47"	"2013"	"2013"	68	6495978	1.04680	1.06577	0.82596	1.35349	0.13045
	"Tennessee"	"47"	"2014"	"2014"	148	6549352	2.25977	2.32706	1.94724	2.70688	0.19378
	"Tennessee"	"47"	"2015"	"2015"	205	6600299	3.10592	3.28415	2.82900	3.73930	0.23222
	"Tennessee"	"47"	"2016"	"2016"	260	6651194	3.90907	4.10459	3.59775	4.61143	0.25859
	"Texas"	"48"	"1999"	"1999"	107	20558220	0.52047	0.52819	0.42734	0.62905	0.05146
	"Texas"	"48"	"2000"	"2000"	111	20851820	0.53233	0.52113	0.42407	0.61820	0.04952
	"Texas"	"48"	"2001"	"2001"	179	21319622	0.83960	0.82052	0.69916	0.94188	0.06192
	"Texas"	"48"	"2002"	"2002"	178	21690325	0.82064	0.81937	0.69863	0.94012	0.06160
	"Texas"	"48"	"2003"	"2003"	188	22030931	0.85335	0.86233	0.73859	0.98607	0.06313
	"Texas"	"48"	"2004"	"2004"	201	22394023	0.89756	0.90207	0.77712	1.02703	0.06375
	"Texas"	"48"	"2005"	"2005"	203	22778123	0.89121	0.88916	0.76627	1.01206	0.06270
	"Texas"	"48"	"2006"	"2006"	212	23359580	0.90755	0.89299	0.77242	1.01355	0.06151
	"Texas"	"48"	"2007"	"2007"	214	23831983	0.89795	0.88321	0.76455	1.00187	0.06054
	"Texas"	"48"	"2008"	"2008"	250	24309039	1.02842	1.03207	0.90346	1.16067	0.06561
	"Texas"	"48"	"2009"	"2009"	305	24801761	1.22975	1.22364	1.08565	1.36163	0.07040
	"Texas"	"48"	"2010"	"2010"	260	25145561	1.03398	1.02265	0.89743	1.14787	0.06389
	"Texas"	"48"	"2011"	"2011"	368	25674681	1.43332	1.42129	1.27517	1.56740	0.07455
	"Texas"	"48"	"2012"	"2012"	367	26059203	1.40833	1.39185	1.24834	1.53537	0.07322
	"Texas"	"48"	"2013"	"2013"	369	26448193	1.39518	1.38324	1.24101	1.52547	0.07257
	"Texas"	"48"	"2014"	"2014"	425	26956958	1.57659	1.57891	1.42771	1.73011	0.07714
	"Texas"	"48"	"2015"	"2015"	523	27469114	1.90396	1.89441	1.73087	2.05794	0.08344
	"Texas"	"48"	"2016"	"2016"	530	27862596	1.90219	1.88899	1.72670	2.05127	0.08280
	"Utah"	"49"	"1999"	"1999"	55	2203482	2.49605	2.79061	2.09036	3.65018	0.38452
	"Utah"	"49"	"2000"	"2000"	46	2233169	2.05985	2.28422	1.66613	3.05646	0.34141
	"Utah"	"49"	"2001"	"2001"	39	2283715	1.70774	1.87000	1.32332	2.56672	0.30468
	"Utah"	"49"	"2002"	"2002"	26	2324815	1.11837	1.20008	0.77663	1.77155	0.24017
	"Utah"	"49"	"2003"	"2003"	31	2360137	1.31348	1.31834	0.88949	1.88201	0.24271
	"Utah"	"49"	"2004"	"2004"	22	2401580	0.91606	0.91108	0.56398	1.39269	0.20079
	"Utah"	"49"	"2005"	"2005"	44	2457719	1.79028	1.89658	1.36688	2.56362	0.29270
	"Utah"	"49"	"2006"	"2006"	46	2525507	1.82142	1.84932	1.34371	2.48261	0.27848
	"Utah"	"49"	"2007"	"2007"	51	2597746	1.96324	1.92716	1.42573	2.54780	0.27623
	"Utah"	"49"	"2008"	"2008"	68	2663029	2.55348	2.65337	2.04782	3.38193	0.32863
	"Utah"	"49"	"2009"	"2009"	54	2723421	1.98280	2.05624	1.53102	2.70359	0.28687
